"symbol"	"ensembl_gene_id"	"entrez_id"
"TPRA1"	"ENSG00000163870"	131601
"TPRG1"	"ENSG00000188001"	285386
"TPRKB"	"ENSG00000144034"	51002
"TPRX1"	"ENSG00000178928"	284355
"TPST2"	"ENSG00000128294"	8459
"TPTE"	"ENSG00000274391"	7179
"TPX2"	"ENSG00000088325"	22974
"TRA2B"	"ENSG00000136527"	6434
"TRABD"	"ENSG00000170638"	80305
"TRABD2A"	"ENSG00000186854"	129293
"TRABD2A"	"ENSG00000186854"	105374836
"TRAF3IP1"	"ENSG00000204104"	26146
"TRAIP"	"ENSG00000183763"	10293
"TRAK1"	"ENSG00000182606"	22906
"TRAK2"	"ENSG00000115993"	66008
"TRANK1"	"ENSG00000168016"	9881
"TRAPPC10"	"ENSG00000160218"	7109
"TRAPPC12"	"ENSG00000274891"	51112
"TRAPPC12"	"ENSG00000171853"	51112
"TRAPPC6A"	"ENSG00000007255"	79090
"TRAT1"	"ENSG00000163519"	50852
"TREX1"	"ENSG00000213689"	11277
"TRH"	"ENSG00000170893"	7200
"TRIB2"	"ENSG00000071575"	28951
"TRIB3"	"ENSG00000101255"	57761
"TRIM28"	"ENSG00000130726"	10155
"TRIM42"	"ENSG00000155890"	287015
"TRIM43"	"ENSG00000144015"	129868
"TRIM43B"	"ENSG00000144010"	653192
"TRIM54"	"ENSG00000138100"	57159
"TRIM59"	"ENSG00000213186"	286827
"TRIM71"	"ENSG00000206557"	131405
"TRIOBP"	"ENSG00000100106"	11078
"TRIP12"	"ENSG00000153827"	9320
"TRMT10C"	"ENSG00000174173"	54931
"TRMT2A"	"ENSG00000099899"	27037
"TRMT44"	"ENSG00000155275"	152992
"TRMT6"	"ENSG00000089195"	51605
"TRMT61B"	"ENSG00000171103"	55006
"TRMU"	"ENSG00000100416"	55687
"TRNT1"	"ENSG00000072756"	51095
"TRPC1"	"ENSG00000144935"	7220
"TRPC4AP"	"ENSG00000100991"	26133
"TRPM4"	"ENSG00000130529"	54795
"TRPM8"	"ENSG00000144481"	79054
"TSC22D2"	"ENSG00000196428"	9819
"TSEN2"	"ENSG00000154743"	80746
"TSEN34"	"ENSG00000274672"	79042
"TSEN34"	"ENSG00000275165"	79042
"TSEN34"	"ENSG00000273896"	79042
"TSEN34"	"ENSG00000274078"	79042
"TSEN34"	"ENSG00000274796"	79042
"TSEN34"	"ENSG00000278622"	79042
"TSEN34"	"ENSG00000278712"	79042
"TSEN34"	"ENSG00000278605"	79042
"TSEN34"	"ENSG00000274129"	79042
"TSEN34"	"ENSG00000170892"	79042
"TSGA10"	"ENSG00000135951"	80705
"TSHZ2"	"ENSG00000182463"	128553
"TSHZ3"	"ENSG00000121297"	57616
"TSKS"	"ENSG00000126467"	60385
"TSN"	"ENSG00000211460"	7247
"TSPEAR"	"ENSG00000175894"	54084
"TSPO"	"ENSG00000100300"	706
"TSPYL6"	"ENSG00000178021"	388951
"TSSK2"	"ENSG00000206203"	23617
"TSSK6"	"ENSG00000178093"	83983
"TST"	"ENSG00000128311"	7263
"TTC14"	"ENSG00000163728"	151613
"TTC21A"	"ENSG00000168026"	199223
"TTC21B"	"ENSG00000123607"	79809
"TTC27"	"ENSG00000018699"	55622
"TTC28"	"ENSG00000100154"	23331
"TTC3"	"ENSG00000182670"	7267
"TTC30A"	"ENSG00000197557"	92104
"TTC30B"	"ENSG00000196659"	150737
"TTC31"	"ENSG00000115282"	64427
"TTC32"	"ENSG00000183891"	130502
"TTC38"	"ENSG00000075234"	55020
"TTC7A"	"ENSG00000068724"	57217
"TTC9B"	"ENSG00000174521"	148014
"TTI1"	"ENSG00000101407"	9675
"TTL"	"ENSG00000114999"	150465
"TTLL1"	"ENSG00000100271"	25809
"TTLL12"	"ENSG00000100304"	23170
"TTLL3"	"ENSG00000214021"	26140
"TTLL4"	"ENSG00000135912"	9654
"TTLL9"	"ENSG00000131044"	164395
"TTN"	"ENSG00000155657"	7273
"TTPAL"	"ENSG00000124120"	79183
"TTYH1"	"ENSG00000276537"	57348
"TTYH1"	"ENSG00000276887"	57348
"TTYH1"	"ENSG00000275650"	57348
"TTYH1"	"ENSG00000167614"	57348
"TUBA3D"	"ENSG00000075886"	113457
"TUBA3E"	"ENSG00000152086"	112714
"TUBA4A"	"ENSG00000127824"	7277
"TUBA8"	"ENSG00000183785"	51807
"TUBB1"	"ENSG00000101162"	81027
"TUBGCP6"	"ENSG00000128159"	85378
"TULP2"	"ENSG00000104804"	7288
"TUSC2"	"ENSG00000114383"	11334
"TWIST2"	"ENSG00000288335"	117581
"TWIST2"	"ENSG00000233608"	117581
"TXK"	"ENSG00000074966"	7294
"TXN2"	"ENSG00000100348"	25828
"TXNDC9"	"ENSG00000115514"	10190
"TXNRD2"	"ENSG00000184470"	10587
"TXNRD3"	"ENSG00000197763"	114112
"TYMP"	"ENSG00000025708"	1890
"TYROBP"	"ENSG00000011600"	7305
"TYW5"	"ENSG00000162971"	129450
"U2AF1"	"ENSG00000160201"	7307
"U2AF1L4"	"ENSG00000161265"	199746
"U2AF2"	"ENSG00000063244"	11338
"U2SURP"	"ENSG00000163714"	23350
"UBA2"	"ENSG00000126261"	10054
"UBA3"	"ENSG00000144744"	9039
"UBA5"	"ENSG00000081307"	79876
"UBA52"	"ENSG00000221983"	7311
"UBA7"	"ENSG00000182179"	7318
"UBASH3A"	"ENSG00000160185"	53347
"UBE2C"	"ENSG00000175063"	11065
"UBE2E1"	"ENSG00000170142"	7324
"UBE2E2"	"ENSG00000182247"	7325
"UBE2E3"	"ENSG00000170035"	10477
"UBE2F"	"ENSG00000184182"	140739
"UBE2G2"	"ENSG00000184787"	7327
"UBE2K"	"ENSG00000078140"	3093
"UBE2L3"	"ENSG00000185651"	7332
"UBE2M"	"ENSG00000130725"	9040
"UBE2S"	"ENSG00000108106"	27338
"UBOX5"	"ENSG00000185019"	22888
"UBP1"	"ENSG00000153560"	7342
"UBR3"	"ENSG00000144357"	130507
"UBXN2A"	"ENSG00000173960"	165324
"UBXN4"	"ENSG00000144224"	23190
"UBXN7"	"ENSG00000163960"	26043
"UCHL1"	"ENSG00000154277"	7345
"UCKL1"	"ENSG00000198276"	54963
"UCN"	"ENSG00000163794"	7349
"UCN2"	"ENSG00000145040"	90226
"UFD1"	"ENSG00000070010"	7353
"UGDH"	"ENSG00000109814"	7358
"UGGT1"	"ENSG00000136731"	56886
"UGP2"	"ENSG00000169764"	7360
"ULK4"	"ENSG00000168038"	54986
"UMODL1"	"ENSG00000177398"	89766
"UMPS"	"ENSG00000114491"	7372
"UNC13A"	"ENSG00000130477"	23025
"UNC50"	"ENSG00000115446"	25972
"UNC80"	"ENSG00000144406"	285175
"UPB1"	"ENSG00000100024"	51733
"UPF1"	"ENSG00000005007"	5976
"UPK1A"	"ENSG00000105668"	11045
"UPK1B"	"ENSG00000114638"	7348
"UPK3A"	"ENSG00000100373"	7380
"UPP2"	"ENSG00000007001"	151531
"UQCC1"	"ENSG00000101019"	55245
"UQCR10"	"ENSG00000184076"	29796
"UQCRC1"	"ENSG00000010256"	7384
"UQCRFS1"	"ENSG00000169021"	7386
"URB1"	"ENSG00000142207"	9875
"URI1"	"ENSG00000105176"	8725
"UROC1"	"ENSG00000159650"	131669
"USF2"	"ENSG00000105698"	7392
"USF3"	"ENSG00000176542"	205717
"USP13"	"ENSG00000058056"	8975
"USP16"	"ENSG00000156256"	10600
"USP17L10"	"ENSG00000231396"	100287144
"USP17L11"	"ENSG00000233136"	100287178
"USP17L12"	"ENSG00000227551"	100287205
"USP17L13"	"ENSG00000232399"	100287238
"USP17L15"	"ENSG00000223569"	100288520
"USP17L17"	"ENSG00000249104"	100287327
"USP17L19"	"ENSG00000248920"	100287404
"USP17L20"	"ENSG00000250745"	100287441
"USP17L24"	"ENSG00000232264"	728369
"USP17L27"	"ENSG00000235780"	728393
"USP17L28"	"ENSG00000231051"	728400
"USP17L30"	"ENSG00000228856"	728419
"USP17L5"	"ENSG00000227140"	728386
"USP18"	"ENSG00000184979"	11274
"USP19"	"ENSG00000172046"	10869
"USP25"	"ENSG00000155313"	29761
"USP29"	"ENSG00000131864"	57663
"USP34"	"ENSG00000115464"	9736
"USP37"	"ENSG00000135913"	57695
"USP39"	"ENSG00000168883"	10713
"USP4"	"ENSG00000114316"	7375
"USP4"	"ENSG00000114316"	107986084
"USP40"	"ENSG00000085982"	55230
"USP41"	"ENSG00000161133"	373856
"USP46"	"ENSG00000109189"	64854
"UTS2B"	"ENSG00000188958"	257313
"UVSSA"	"ENSG00000163945"	57654
"UXS1"	"ENSG00000115652"	80146
"VAMP5"	"ENSG00000168899"	10791
"VAMP8"	"ENSG00000118640"	8673
"VAPB"	"ENSG00000124164"	9217
"VASP"	"ENSG00000125753"	7408
"VAX2"	"ENSG00000116035"	25806
"VEPH1"	"ENSG00000197415"	79674
"VGLL3"	"ENSG00000206538"	389136
"VGLL4"	"ENSG00000144560"	9686
"VHL"	"ENSG00000134086"	7428
"VIL1"	"ENSG00000127831"	7429
"VILL"	"ENSG00000136059"	50853
"VIPR1"	"ENSG00000114812"	7433
"VIT"	"ENSG00000205221"	5212
"VN1R1"	"ENSG00000178201"	57191
"VN1R2"	"ENSG00000196131"	317701
"VN1R4"	"ENSG00000228567"	317703
"VPREB1"	"ENSG00000169575"	7441
"VPREB3"	"ENSG00000128218"	29802
"VPS16"	"ENSG00000215305"	64601
"VPS54"	"ENSG00000143952"	51542
"VPS8"	"ENSG00000156931"	23355
"VRK2"	"ENSG00000028116"	7444
"VRK3"	"ENSG00000105053"	51231
"VSIG10L"	"ENSG00000186806"	147645
"VSNL1"	"ENSG00000163032"	7447
"VSTM1"	"ENSG00000276363"	284415
"VSTM1"	"ENSG00000276159"	284415
"VSTM1"	"ENSG00000274953"	284415
"VSTM1"	"ENSG00000276066"	284415
"VSTM1"	"ENSG00000275577"	284415
"VSTM1"	"ENSG00000277607"	284415
"VSTM1"	"ENSG00000275330"	284415
"VSTM1"	"ENSG00000275962"	284415
"VSTM1"	"ENSG00000274887"	284415
"VSTM1"	"ENSG00000189068"	284415
"VSTM2B"	"ENSG00000187135"	342865
"VSTM2L"	"ENSG00000132821"	128434
"VSX1"	"ENSG00000100987"	30813
"VWA3B"	"ENSG00000168658"	200403
"VWA5B2"	"ENSG00000145198"	90113
"VWC2L"	"ENSG00000174453"	402117
"WBP1"	"ENSG00000239779"	23559
"WBP2NL"	"ENSG00000183066"	164684
"WDCP"	"ENSG00000163026"	80304
"WDFY1"	"ENSG00000085449"	57590
"WDPCP"	"ENSG00000143951"	51057
"WDR1"	"ENSG00000071127"	9948
"WDR12"	"ENSG00000138442"	55759
"WDR19"	"ENSG00000157796"	57728
"WDR33"	"ENSG00000136709"	55339
"WDR35"	"ENSG00000118965"	57539
"WDR4"	"ENSG00000160193"	10785
"WDR43"	"ENSG00000163811"	23160
"WDR48"	"ENSG00000114742"	57599
"WDR49"	"ENSG00000174776"	151790
"WDR53"	"ENSG00000185798"	348793
"WDR54"	"ENSG00000005448"	84058
"WDR5B"	"ENSG00000196981"	54554
"WDR6"	"ENSG00000178252"	11180
"WDR62"	"ENSG00000075702"	284403
"WDR75"	"ENSG00000115368"	84128
"WDR82"	"ENSG00000164091"	80335
"WDR87"	"ENSG00000171804"	83889
"WDR88"	"ENSG00000166359"	126248
"WDR92"	"ENSG00000243667"	116143
"WDSUB1"	"ENSG00000196151"	151525
"WFDC10A"	"ENSG00000180305"	140832
"WFDC10B"	"ENSG00000182931"	280664
"WFDC11"	"ENSG00000180083"	259239
"WFDC12"	"ENSG00000168703"	128488
"WFDC13"	"ENSG00000168634"	164237
"WFDC2"	"ENSG00000101443"	10406
"WFDC3"	"ENSG00000124116"	140686
"WFDC5"	"ENSG00000175121"	149708
"WFDC8"	"ENSG00000158901"	90199
"WFDC9"	"ENSG00000180205"	259240
"WFS1"	"ENSG00000109501"	7466
"WIPF1"	"ENSG00000115935"	7456
"WNT10A"	"ENSG00000135925"	80326
"WNT5A"	"ENSG00000114251"	7474
"WNT6"	"ENSG00000115596"	7475
"WNT7A"	"ENSG00000154764"	7476
"WNT7B"	"ENSG00000188064"	7477
"WTIP"	"ENSG00000142279"	126374
"WWTR1"	"ENSG00000018408"	25937
"XBP1"	"ENSG00000100219"	7494
"XCR1"	"ENSG00000173578"	2829
"XDH"	"ENSG00000158125"	7498
"XIRP1"	"ENSG00000168334"	165904
"XIRP2"	"ENSG00000163092"	129446
"XKR3"	"ENSG00000172967"	150165
"XKR7"	"ENSG00000260903"	343702
"XPC"	"ENSG00000154767"	7508
"XPNPEP3"	"ENSG00000196236"	63929
"XPO1"	"ENSG00000082898"	7514
"XRCC1"	"ENSG00000073050"	7515
"XRCC5"	"ENSG00000079246"	7520
"XRCC6"	"ENSG00000196419"	2547
"XRN1"	"ENSG00000114127"	54464
"XRN2"	"ENSG00000088930"	22803
"XXYLT1"	"ENSG00000173950"	152002
"XYLB"	"ENSG00000093217"	9942
"YBEY"	"ENSG00000182362"	54059
"YDJC"	"ENSG00000161179"	150223
"YEATS2"	"ENSG00000163872"	55689
"YIF1B"	"ENSG00000167645"	90522
"YIPF4"	"ENSG00000119820"	84272
"YIPF7"	"ENSG00000177752"	285525
"YJEFN3"	"ENSG00000250067"	374887
"YPEL1"	"ENSG00000100027"	29799
"YPEL5"	"ENSG00000119801"	51646
"YTHDF1"	"ENSG00000149658"	54915
"YWHAB"	"ENSG00000166913"	7529
"YWHAH"	"ENSG00000128245"	7533
"YWHAQ"	"ENSG00000134308"	10971
"ZAP70"	"ENSG00000115085"	7535
"ZAR1"	"ENSG00000182223"	326340
"ZBBX"	"ENSG00000169064"	79740
"ZBED2"	"ENSG00000177494"	79413
"ZBED4"	"ENSG00000100426"	9889
"ZBP1"	"ENSG00000124256"	81030
"ZBTB11"	"ENSG00000066422"	27107
"ZBTB20"	"ENSG00000181722"	26137
"ZBTB21"	"ENSG00000173276"	49854
"ZBTB32"	"ENSG00000011590"	27033
"ZBTB38"	"ENSG00000177311"	253461
"ZBTB45"	"ENSG00000119574"	84878
"ZBTB46"	"ENSG00000130584"	140685
"ZBTB47"	"ENSG00000114853"	92999
"ZBTB49"	"ENSG00000168826"	166793
"ZC3H15"	"ENSG00000065548"	55854
"ZC3H4"	"ENSG00000130749"	23211
"ZC3H6"	"ENSG00000188177"	376940
"ZC3H7B"	"ENSG00000100403"	23264
"ZC3H8"	"ENSG00000144161"	84524
"ZCCHC3"	"ENSG00000247315"	85364
"ZCCHC4"	"ENSG00000168228"	29063
"ZCWPW2"	"ENSG00000206559"	152098
"ZDBF2"	"ENSG00000283649"	57683
"ZDBF2"	"ENSG00000204186"	57683
"ZDHHC19"	"ENSG00000163958"	131540
"ZDHHC23"	"ENSG00000184307"	254887
"ZDHHC3"	"ENSG00000163812"	51304
"ZDHHC8"	"ENSG00000099904"	29801
"ZEB2"	"ENSG00000169554"	9839
"ZFAND2B"	"ENSG00000158552"	130617
"ZFP14"	"ENSG00000142065"	57677
"ZFP28"	"ENSG00000196867"	140612
"ZFP30"	"ENSG00000120784"	22835
"ZFP36"	"ENSG00000128016"	7538
"ZFP64"	"ENSG00000020256"	55734
"ZFP82"	"ENSG00000181007"	284406
"ZFYVE28"	"ENSG00000159733"	57732
"ZGPAT"	"ENSG00000197114"	84619
"ZHX3"	"ENSG00000174306"	23051
"ZIC1"	"ENSG00000152977"	7545
"ZIC4"	"ENSG00000174963"	84107
"ZIK1"	"ENSG00000171649"	284307
"ZIM3"	"ENSG00000141946"	114026
"ZKSCAN7"	"ENSG00000281894"	55888
"ZKSCAN7"	"ENSG00000196345"	55888
"ZMAT3"	"ENSG00000172667"	64393
"ZMAT5"	"ENSG00000100319"	55954
"ZMYND10"	"ENSG00000004838"	51364
"ZMYND8"	"ENSG00000101040"	23613
"ZNF100"	"ENSG00000274746"	163227
"ZNF100"	"ENSG00000197020"	163227
"ZNF101"	"ENSG00000181896"	94039
"ZNF112"	"ENSG00000062370"	7771
"ZNF114"	"ENSG00000178150"	163071
"ZNF132"	"ENSG00000131849"	7691
"ZNF133"	"ENSG00000125846"	7692
"ZNF134"	"ENSG00000213762"	7693
"ZNF135"	"ENSG00000176293"	7694
"ZNF14"	"ENSG00000105708"	7561
"ZNF141"	"ENSG00000131127"	7700
"ZNF142"	"ENSG00000115568"	7701
"ZNF146"	"ENSG00000167635"	7705
"ZNF148"	"ENSG00000163848"	7707
"ZNF154"	"ENSG00000179909"	7710
"ZNF155"	"ENSG00000204920"	7711
"ZNF160"	"ENSG00000170949"	90338
"ZNF17"	"ENSG00000186272"	7565
"ZNF175"	"ENSG00000105497"	7728
"ZNF180"	"ENSG00000167384"	7733
"ZNF181"	"ENSG00000197841"	339318
"ZNF197"	"ENSG00000281709"	10168
"ZNF197"	"ENSG00000281709"	110354863
"ZNF197"	"ENSG00000186448"	10168
"ZNF197"	"ENSG00000186448"	110354863
"ZNF2"	"ENSG00000275111"	7549
"ZNF208"	"ENSG00000160321"	7757
"ZNF211"	"ENSG00000121417"	10520
"ZNF217"	"ENSG00000171940"	7764
"ZNF221"	"ENSG00000159905"	7638
"ZNF222"	"ENSG00000159885"	7673
"ZNF223"	"ENSG00000178386"	7766
"ZNF224"	"ENSG00000267680"	7767
"ZNF225"	"ENSG00000256294"	7768
"ZNF226"	"ENSG00000167380"	7769
"ZNF227"	"ENSG00000131115"	7770
"ZNF229"	"ENSG00000278318"	7772
"ZNF230"	"ENSG00000159882"	7773
"ZNF233"	"ENSG00000159915"	353355
"ZNF234"	"ENSG00000263002"	10780
"ZNF235"	"ENSG00000159917"	9310
"ZNF253"	"ENSG00000256771"	56242
"ZNF254"	"ENSG00000213096"	9534
"ZNF256"	"ENSG00000152454"	10172
"ZNF257"	"ENSG00000197134"	113835
"ZNF260"	"ENSG00000254004"	339324
"ZNF264"	"ENSG00000083844"	9422
"ZNF274"	"ENSG00000171606"	10782
"ZNF28"	"ENSG00000198538"	7576
"ZNF280A"	"ENSG00000275499"	129025
"ZNF280A"	"ENSG00000169548"	129025
"ZNF280B"	"ENSG00000277421"	140883
"ZNF280B"	"ENSG00000275004"	140883
"ZNF283"	"ENSG00000167637"	284349
"ZNF284"	"ENSG00000186026"	342909
"ZNF296"	"ENSG00000170684"	162979
"ZNF30"	"ENSG00000168661"	90075
"ZNF302"	"ENSG00000089335"	55900
"ZNF304"	"ENSG00000131845"	57343
"ZNF320"	"ENSG00000182986"	162967
"ZNF324"	"ENSG00000083812"	25799
"ZNF324B"	"ENSG00000249471"	388569
"ZNF329"	"ENSG00000181894"	79673
"ZNF331"	"ENSG00000130844"	55422
"ZNF334"	"ENSG00000198185"	55713
"ZNF335"	"ENSG00000198026"	63925
"ZNF337"	"ENSG00000130684"	26152
"ZNF341"	"ENSG00000131061"	84905
"ZNF343"	"ENSG00000088876"	79175
"ZNF345"	"ENSG00000251247"	25850
"ZNF347"	"ENSG00000197937"	84671
"ZNF35"	"ENSG00000281306"	7584
"ZNF35"	"ENSG00000169981"	7584
"ZNF350"	"ENSG00000256683"	59348
"ZNF382"	"ENSG00000161298"	84911
"ZNF383"	"ENSG00000188283"	163087
"ZNF385B"	"ENSG00000144331"	151126
"ZNF385D"	"ENSG00000151789"	79750
"ZNF404"	"ENSG00000176222"	342908
"ZNF415"	"ENSG00000170954"	55786
"ZNF416"	"ENSG00000083817"	55659
"ZNF417"	"ENSG00000173480"	147687
"ZNF418"	"ENSG00000196724"	147686
"ZNF419"	"ENSG00000105136"	79744
"ZNF420"	"ENSG00000197050"	147923
"ZNF428"	"ENSG00000131116"	126299
"ZNF429"	"ENSG00000197013"	353088
"ZNF43"	"ENSG00000279566"	7594
"ZNF43"	"ENSG00000198521"	7594
"ZNF430"	"ENSG00000278780"	80264
"ZNF430"	"ENSG00000118620"	80264
"ZNF431"	"ENSG00000196705"	170959
"ZNF432"	"ENSG00000256087"	9668
"ZNF444"	"ENSG00000167685"	55311
"ZNF445"	"ENSG00000283034"	353274
"ZNF445"	"ENSG00000185219"	353274
"ZNF446"	"ENSG00000083838"	55663
"ZNF45"	"ENSG00000124459"	7596
"ZNF460"	"ENSG00000197714"	10794
"ZNF461"	"ENSG00000197808"	92283
"ZNF468"	"ENSG00000204604"	90333
"ZNF470"	"ENSG00000197016"	388566
"ZNF471"	"ENSG00000196263"	57573
"ZNF473"	"ENSG00000142528"	25888
"ZNF480"	"ENSG00000198464"	147657
"ZNF486"	"ENSG00000256229"	90649
"ZNF492"	"ENSG00000229676"	57615
"ZNF493"	"ENSG00000196268"	284443
"ZNF497"	"ENSG00000174586"	162968
"ZNF501"	"ENSG00000281661"	115560
"ZNF501"	"ENSG00000186446"	115560
"ZNF502"	"ENSG00000281448"	91392
"ZNF502"	"ENSG00000196653"	91392
"ZNF506"	"ENSG00000081665"	440515
"ZNF507"	"ENSG00000168813"	22847
"ZNF512"	"ENSG00000243943"	84450
"ZNF512B"	"ENSG00000196700"	57473
"ZNF513"	"ENSG00000163795"	130557
"ZNF514"	"ENSG00000144026"	84874
"ZNF518B"	"ENSG00000178163"	85460
"ZNF524"	"ENSG00000171443"	147807
"ZNF525"	"ENSG00000203326"	170958
"ZNF526"	"ENSG00000167625"	116115
"ZNF527"	"ENSG00000189164"	84503
"ZNF528"	"ENSG00000167555"	84436
"ZNF529"	"ENSG00000186020"	57711
"ZNF530"	"ENSG00000183647"	348327
"ZNF534"	"ENSG00000198633"	147658
"ZNF536"	"ENSG00000198597"	9745
"ZNF540"	"ENSG00000171817"	163255
"ZNF541"	"ENSG00000118156"	84215
"ZNF543"	"ENSG00000178229"	125919
"ZNF544"	"ENSG00000198131"	27300
"ZNF546"	"ENSG00000281526"	339327
"ZNF546"	"ENSG00000187187"	339327
"ZNF547"	"ENSG00000152433"	284306
"ZNF548"	"ENSG00000188785"	147694
"ZNF549"	"ENSG00000121406"	256051
"ZNF550"	"ENSG00000251369"	162972
"ZNF551"	"ENSG00000204519"	90233
"ZNF552"	"ENSG00000178935"	79818
"ZNF565"	"ENSG00000196357"	147929
"ZNF566"	"ENSG00000186017"	84924
"ZNF567"	"ENSG00000189042"	163081
"ZNF568"	"ENSG00000198453"	374900
"ZNF569"	"ENSG00000196437"	148266
"ZNF570"	"ENSG00000171827"	148268
"ZNF571"	"ENSG00000180479"	51276
"ZNF573"	"ENSG00000189144"	126231
"ZNF574"	"ENSG00000105732"	64763
"ZNF575"	"ENSG00000176472"	284346
"ZNF576"	"ENSG00000124444"	79177
"ZNF577"	"ENSG00000161551"	84765
"ZNF578"	"ENSG00000258405"	147660
"ZNF579"	"ENSG00000218891"	163033
"ZNF580"	"ENSG00000213015"	51157
"ZNF581"	"ENSG00000171425"	51545
"ZNF582"	"ENSG00000018869"	147948
"ZNF583"	"ENSG00000198440"	147949
"ZNF584"	"ENSG00000171574"	201514
"ZNF585A"	"ENSG00000196967"	199704
"ZNF585B"	"ENSG00000245680"	92285
"ZNF586"	"ENSG00000083828"	54807
"ZNF587"	"ENSG00000198466"	84914
"ZNF587B"	"ENSG00000269343"	100293516
"ZNF589"	"ENSG00000164048"	51385
"ZNF599"	"ENSG00000153896"	148103
"ZNF600"	"ENSG00000189190"	162966
"ZNF606"	"ENSG00000166704"	80095
"ZNF607"	"ENSG00000198182"	84775
"ZNF610"	"ENSG00000167554"	162963
"ZNF611"	"ENSG00000213020"	81856
"ZNF613"	"ENSG00000176024"	79898
"ZNF614"	"ENSG00000142556"	80110
"ZNF615"	"ENSG00000197619"	284370
"ZNF616"	"ENSG00000204611"	90317
"ZNF619"	"ENSG00000177873"	285267
"ZNF620"	"ENSG00000177842"	253639
"ZNF621"	"ENSG00000172888"	285268
"ZNF626"	"ENSG00000188171"	199777
"ZNF628"	"ENSG00000197483"	89887
"ZNF638"	"ENSG00000075292"	27332
"ZNF639"	"ENSG00000121864"	51193
"ZNF649"	"ENSG00000198093"	65251
"ZNF654"	"ENSG00000175105"	55279
"ZNF660"	"ENSG00000280661"	285349
"ZNF660"	"ENSG00000144792"	285349
"ZNF662"	"ENSG00000182983"	389114
"ZNF665"	"ENSG00000197497"	79788
"ZNF667"	"ENSG00000198046"	63934
"ZNF671"	"ENSG00000083814"	79891
"ZNF675"	"ENSG00000197372"	171392
"ZNF676"	"ENSG00000276219"	163223
"ZNF676"	"ENSG00000196109"	163223
"ZNF677"	"ENSG00000197928"	342926
"ZNF681"	"ENSG00000196172"	148213
"ZNF682"	"ENSG00000197124"	91120
"ZNF70"	"ENSG00000187792"	7621
"ZNF701"	"ENSG00000167562"	55762
"ZNF708"	"ENSG00000182141"	7562
"ZNF71"	"ENSG00000197951"	58491
"ZNF714"	"ENSG00000160352"	148206
"ZNF717"	"ENSG00000227124"	100131827
"ZNF718"	"ENSG00000250312"	255403
"ZNF721"	"ENSG00000182903"	170960
"ZNF726"	"ENSG00000213967"	730087
"ZNF728"	"ENSG00000269067"	388523
"ZNF729"	"ENSG00000279552"	100287226
"ZNF729"	"ENSG00000196350"	100287226
"ZNF730"	"ENSG00000183850"	100129543
"ZNF732"	"ENSG00000186777"	654254
"ZNF737"	"ENSG00000237440"	100129842
"ZNF74"	"ENSG00000185252"	7625
"ZNF749"	"ENSG00000186230"	388567
"ZNF761"	"ENSG00000160336"	388561
"ZNF761"	"ENSG00000160336"	110116772
"ZNF765"	"ENSG00000196417"	91661
"ZNF766"	"ENSG00000196214"	90321
"ZNF772"	"ENSG00000197128"	400720
"ZNF773"	"ENSG00000152439"	374928
"ZNF780A"	"ENSG00000280568"	284323
"ZNF780A"	"ENSG00000197782"	284323
"ZNF780B"	"ENSG00000281601"	163131
"ZNF780B"	"ENSG00000128000"	163131
"ZNF781"	"ENSG00000196381"	163115
"ZNF784"	"ENSG00000179922"	147808
"ZNF787"	"ENSG00000142409"	126208
"ZNF790"	"ENSG00000197863"	388536
"ZNF792"	"ENSG00000180884"	126375
"ZNF793"	"ENSG00000188227"	390927
"ZNF8"	"ENSG00000278129"	7554
"ZNF80"	"ENSG00000174255"	7634
"ZNF804A"	"ENSG00000170396"	91752
"ZNF805"	"ENSG00000204524"	390980
"ZNF808"	"ENSG00000198482"	388558
"ZNF813"	"ENSG00000198346"	126017
"ZNF814"	"ENSG00000204514"	730051
"ZNF816"	"ENSG00000180257"	125893
"ZNF829"	"ENSG00000185869"	374899
"ZNF83"	"ENSG00000167766"	55769
"ZNF831"	"ENSG00000124203"	128611
"ZNF835"	"ENSG00000127903"	90485
"ZNF836"	"ENSG00000196267"	162962
"ZNF837"	"ENSG00000152475"	116412
"ZNF841"	"ENSG00000197608"	284371
"ZNF845"	"ENSG00000213799"	91664
"ZNF85"	"ENSG00000278091"	7639
"ZNF85"	"ENSG00000105750"	7639
"ZNF850"	"ENSG00000267041"	342892
"ZNF852"	"ENSG00000281626"	285346
"ZNF852"	"ENSG00000178917"	285346
"ZNF860"	"ENSG00000197385"	344787
"ZNF865"	"ENSG00000261221"	100507290
"ZNF880"	"ENSG00000221923"	400713
"ZNF90"	"ENSG00000213988"	7643
"ZNF91"	"ENSG00000167232"	7644
"ZNF93"	"ENSG00000184635"	81931
"ZNF98"	"ENSG00000197360"	148198
"ZNF99"	"ENSG00000213973"	7652
"ZNFX1"	"ENSG00000124201"	57169
"ZNRF3"	"ENSG00000183579"	84133
"ZPLD1"	"ENSG00000170044"	131368
"ZRANB3"	"ENSG00000121988"	84083
"ZSCAN1"	"ENSG00000152467"	284312
"ZSCAN18"	"ENSG00000121413"	65982
"ZSCAN22"	"ENSG00000182318"	342945
"ZSCAN4"	"ENSG00000180532"	201516
"ZSCAN5A"	"ENSG00000131848"	79149
"ZSCAN5B"	"ENSG00000197213"	342933
"ZSWIM1"	"ENSG00000168612"	90204
"ZSWIM2"	"ENSG00000163012"	151112
"ZSWIM3"	"ENSG00000132801"	140831
